Simulation de data/galaxy_1000 avec dt = 0.001 et grille (20, 20, 1) sur 2 processus MPI
Contrôles :
  - Clic gauche + déplacement souris : rotation de la caméra
  - Molette de la souris : zoom
  - ESC ou fermeture de fenêtre : quitter
Update time: 2012.85 ms
Render time: 17 ms, Update time: 2013 msUpdate time: 3.41 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.63 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.61 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.61 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.65 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.62 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.63 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.63 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.64 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.61 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.48 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.61 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.66 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.64 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.50 ms
Render time: 7 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.44 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.63 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.62 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.88 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.50 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.61 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 8 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.66 ms
Render time: 2 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 5 ms, Update time: 3 msUpdate time: 4.24 ms
Render time: 6 ms, Update time: 4 msUpdate time: 3.48 ms
Render time: 4 ms, Update time: 3 msUpdate time: 2.75 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.71 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.68 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.64 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.49 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.62 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.49 ms
Render time: 6 ms, Update time: 2 msUpdate time: 3.47 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.64 ms
Render time: 5 ms, Update time: 4 msUpdate time: 3.41 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 4 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 7 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.50 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 4.10 ms
Render time: 16 ms, Update time: 4 msUpdate time: 5.01 ms
Render time: 3 ms, Update time: 5 msUpdate time: 3.68 ms
Render time: 3 ms, Update time: 4 msUpdate time: 2.76 ms
Render time: 4 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.61 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.72 ms
Render time: 23 ms, Update time: 2 msUpdate time: 2.61 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.62 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.62 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.50 ms
Render time: 5 ms, Update time: 4 msUpdate time: 2.66 ms
Render time: 5 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.19 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.64 ms
Render time: 5 ms, Update time: 2 msUpdate time: 2.84 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.61 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.64 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.61 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.73 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.62 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.71 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.66 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.62 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.62 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.66 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.63 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
