Simulation de data/galaxy_1000 avec dt = 0.001 et grille (20, 20, 1) sur 2 processus MPI
Contrôles :
  - Clic gauche + déplacement souris : rotation de la caméra
  - Molette de la souris : zoom
  - ESC ou fermeture de fenêtre : quitter
Update time: 2018.43 ms
Render time: 12 ms, Update time: 2019 msUpdate time: 2.72 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.59 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.38 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.43 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.77 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.40 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.47 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.83 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.48 ms
Render time: 6 ms, Update time: 2 msUpdate time: 3.83 ms
Render time: 6 ms, Update time: 4 msUpdate time: 3.80 ms
Render time: 5 ms, Update time: 4 msUpdate time: 3.23 ms
Render time: 4 ms, Update time: 3 msUpdate time: 3.18 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.67 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.99 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.14 ms
Render time: 5 ms, Update time: 4 msUpdate time: 3.04 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.78 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.86 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.84 ms
Render time: 6 ms, Update time: 2 msUpdate time: 3.00 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.62 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.40 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.88 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.70 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.61 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.46 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.44 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.41 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.41 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.44 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.48 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.37 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.84 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 7 ms, Update time: 2 msUpdate time: 2.60 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.82 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.68 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.72 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.47 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.76 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.67 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.49 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.65 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.85 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.67 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.87 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.47 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.47 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.45 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.55 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.64 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.70 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.43 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.49 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.40 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.48 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.42 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.37 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.45 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.61 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.45 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.50 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.44 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.45 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.64 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.43 ms
Render time: 6 ms, Update time: 2 msUpdate time: 3.31 ms
Render time: 6 ms, Update time: 4 msUpdate time: 3.32 ms
Render time: 4 ms, Update time: 3 msUpdate time: 10.98 ms
Render time: 6 ms, Update time: 12 msUpdate time: 9.09 ms
Render time: 5 ms, Update time: 10 msUpdate time: 6.14 ms
Render time: 6 ms, Update time: 7 msUpdate time: 2.74 ms
Render time: 2 ms, Update time: 2 msUpdate time: 2.71 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.55 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.65 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.51 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.57 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.53 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.48 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.64 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.64 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.57 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.65 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.62 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.77 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.86 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.50 ms
Render time: 5 ms, Update time: 2 msUpdate time: 2.54 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.42 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.64 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.72 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.48 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.47 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.64 ms
Render time: 7 ms, Update time: 2 msUpdate time: 2.71 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.73 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.45 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.45 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.49 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.47 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.42 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.73 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.44 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.47 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.74 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.66 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.94 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.69 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.84 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.83 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.71 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.80 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.68 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.68 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.83 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.67 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.63 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.68 ms
Render time: 6 ms, Update time: 2 msUpdate time: 3.04 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.84 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.97 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.91 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.63 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.78 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.41 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.41 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.62 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.45 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.42 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.37 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.71 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.51 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.66 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.72 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.44 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.97 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.02 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.70 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.00 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.20 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.94 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.99 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.22 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.83 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.79 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.06 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.87 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.09 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.07 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.85 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.86 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.07 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.85 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.98 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.85 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.02 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.32 ms
Render time: 5 ms, Update time: 4 msUpdate time: 3.18 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.77 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.04 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.74 ms
Render time: 6 ms, Update time: 2 msUpdate time: 3.14 ms
Render time: 5 ms, Update time: 4 msUpdate time: 2.77 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.98 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.83 ms
Render time: 5 ms, Update time: 2 msUpdate time: 3.08 ms
Render time: 6 ms, Update time: 4 msUpdate time: 2.86 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.79 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.96 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.84 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.84 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.95 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.92 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.95 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.02 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.14 ms
Render time: 5 ms, Update time: 4 msUpdate time: 2.85 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.31 ms
Render time: 5 ms, Update time: 4 msUpdate time: 2.86 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.90 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.73 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.08 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.80 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.82 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.00 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.74 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.11 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.88 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.80 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.68 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.93 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.71 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.96 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.17 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.86 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.78 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.40 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.59 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.64 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.94 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.82 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.66 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.74 ms
Render time: 6 ms, Update time: 2 msUpdate time: 3.09 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.91 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.12 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.08 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.04 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.19 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.10 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.15 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.00 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.97 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.98 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.65 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.29 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.12 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.05 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.03 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.17 ms
Render time: 5 ms, Update time: 4 msUpdate time: 3.05 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.07 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.05 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.07 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.10 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.13 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.25 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.17 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.99 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.05 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.99 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.02 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.47 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.02 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.09 ms
Render time: 5 ms, Update time: 4 msUpdate time: 2.93 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.02 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.99 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.91 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.09 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.82 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.04 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.86 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.05 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.90 ms
Render time: 6 ms, Update time: 3 msUpdate time: 3.01 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.74 ms
Render time: 5 ms, Update time: 3 msUpdate time: 3.00 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.89 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.93 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.93 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.54 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.66 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.48 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.52 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.63 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.60 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.58 ms
Render time: 6 ms, Update time: 3 msUpdate time: 2.43 ms
Render time: 5 ms, Update time: 3 msUpdate time: 2.56 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.46 ms
Render time: 6 ms, Update time: 2 msUpdate time: 2.47 ms
